,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP	
711376,GEOMETRIC,EQ,150.0,155.5,148.55,150.25,149.7,147.9,1167376,177984843.95,28-MAY-2014	
713386,GEOMETRIC,EQ,80.0,80.85,76.25,77.95,77.0,78.65,116811,9238083.7,03-SEP-2013	
713878,GEOMETRIC,EQ,46.0,48.0,46.0,47.35,47.95,46.25,40783,1923180.95,26-DEC-2011	
714986,GEOMETRIC,EQ,131.5,134.0,130.25,131.9,132.15,133.15,181439,23964054.45,28-MAY-2015	
716580,GEOMETRIC,EQ,140.8,145.35,140.8,141.65,141.65,140.6,320805,45833494.05,03-SEP-2014	
718430,GEOMETRIC,EQ,41.35,43.85,41.25,43.5,43.0,41.45,61003,2626967.55,28-NOV-2011	
720150,GEOMETRIC,EQ,63.25,66.4,61.85,64.7,64.45,63.25,158698,10192262.85,04-APR-2011	
721758,GEOMETRIC,EQ,85.4,85.4,83.05,84.0,84.3,83.9,103373,8710583.95,28-NOV-2013	
723506,GEOMETRIC,EQ,68.0,71.15,66.75,70.1,70.25,69.25,100462,7030159.65,04-APR-2012	
725040,GEOMETRIC,EQ,131.1,133.4,131.1,131.3,131.5,132.35,201660,26639994.35,28-NOV-2014	
726948,GEOMETRIC,EQ,101.35,102.5,99.7,100.15,100.0,103.25,63656,6395131.95,04-APR-2013	
728596,GEOMETRIC,EQ,68.6,70.0,68.0,68.25,68.3,68.65,106821,7353766.65,28-OCT-2010	
730398,GEOMETRIC,EQ,114.9,117.7,114.55,115.15,115.0,114.9,200566,23258324.2,04-APR-2014	
731896,GEOMETRIC,EQ,47.45,47.45,46.3,46.7,46.65,46.3,33996,1585396.2,28-OCT-2011	
733914,GEOMETRIC,EQ,45.0,47.7,45.0,45.75,46.0,46.7,35901,1670409.4,04-AUG-2011	
735230,GEOMETRIC,EQ,81.8,82.0,77.55,78.6,78.5,81.3,180021,14309489.8,28-OCT-2013	
737304,GEOMETRIC,EQ,141.65,144.9,141.1,144.5,144.85,140.2,221375,31794584.15,04-AUG-2014	
738488,GEOMETRIC,EQ,131.75,133.3,129.7,130.35,130.5,131.2,201232,26395292.45,28-OCT-2014	
740874,GEOMETRIC,EQ,134.35,134.95,127.0,130.55,130.8,133.75,668805,87486367.6,04-AUG-2015	
741189,GEOMETRIC,EQ,60.0,64.0,59.45,61.65,61.55,59.25,262279,16353072.2,01-FEB-2012	
741974,GEOMETRIC,EQ,69.6,70.6,68.7,69.0,68.95,70.15,60823,4236326.0,28-SEP-2010	
744379,GEOMETRIC,EQ,107.35,109.0,105.0,105.95,107.05,107.3,181821,19419085.55,04-DEC-2012	
745202,GEOMETRIC,EQ,45.2,46.05,44.5,45.05,45.0,45.35,14423,653778.15,28-SEP-2011	
747809,GEOMETRIC,EQ,86.4,88.65,84.1,84.6,84.5,85.65,300789,26025356.8,04-DEC-2013	
748102,GEOMETRIC,EQ,100.3,100.9,99.0,99.55,99.75,100.0,111166,11100759.4,26-DEC-2012	
748610,GEOMETRIC,EQ,115.9,119.5,115.15,116.75,116.6,114.4,1957632,229648068.3,28-SEP-2012	
751118,GEOMETRIC,EQ,135.0,142.5,134.4,138.3,137.7,136.55,619963,86381969.7,04-DEC-2014	
751654,GEOMETRIC,EQ,100.7,105.5,99.1,103.5,102.55,100.2,124482,12753266.8,01-APR-2013	
752120,GEOMETRIC,EQ,64.8,67.4,63.0,63.55,63.65,63.75,80075,5136384.75,29-APR-2011	
754655,GEOMETRIC,EQ,72.0,73.0,68.5,69.35,69.0,71.55,102446,7260458.35,04-FEB-2011	
755354,GEOMETRIC,EQ,98.3,100.15,94.1,96.15,96.3,99.1,217383,21116901.45,29-APR-2013	
757959,GEOMETRIC,EQ,102.0,102.85,100.05,100.2,100.5,101.3,57051,5772213.0,04-FEB-2013	
758642,GEOMETRIC,EQ,111.0,113.5,108.95,109.85,109.0,111.0,368885,41084612.95,29-APR-2014	
761421,GEOMETRIC,EQ,93.5,94.75,89.0,91.35,91.6,94.75,236336,21528250.75,04-FEB-2014	
762158,GEOMETRIC,EQ,128.9,144.4,128.9,141.65,140.7,128.75,1345806,185105816.25,29-APR-2015	
764831,GEOMETRIC,EQ,123.9,124.85,123.0,123.3,123.5,122.75,311678,38494000.85,04-FEB-2015	
765626,GEOMETRIC,EQ,39.75,39.9,37.5,37.9,37.5,37.1,54037,2079175.05,29-AUG-2011	
768297,GEOMETRIC,EQ,79.7,86.5,77.5,83.85,84.1,78.5,2202533,184786631.8,04-JAN-2011	
769002,GEOMETRIC,EQ,103.9,104.9,102.1,103.0,102.95,102.9,273545,28221155.75,29-AUG-2012	
771623,GEOMETRIC,EQ,47.5,48.2,47.0,47.35,47.2,47.3,11461,544610.65,04-JAN-2012	
772366,GEOMETRIC,EQ,73.1,77.3,73.1,74.5,74.2,73.1,84037,6336597.7,29-AUG-2013	
775007,GEOMETRIC,EQ,102.8,105.9,101.85,104.7,104.65,102.95,336213,34952423.7,04-JAN-2013	
775512,GEOMETRIC,EQ,77.0,77.0,74.4,75.5,75.05,75.0,315229,24000999.05,29-DEC-2010	
775903,GEOMETRIC,EQ,101.75,103.2,100.75,101.3,101.7,101.7,67676,6914715.05,01-FEB-2013	
778561,GEOMETRIC,EQ,51.0,52.0,50.25,51.8,51.85,50.0,175645,9089957.05,04-JUL-2011	
778822,GEOMETRIC,EQ,47.0,47.0,44.75,45.25,45.4,45.35,8168,369853.35,29-DEC-2011	
781937,GEOMETRIC,EQ,73.8,74.85,72.8,74.15,74.35,73.55,108826,8047973.3,04-JUL-2012	
782218,GEOMETRIC,EQ,126.0,128.5,126.0,126.4,126.5,125.95,91637,11643617.3,29-DEC-2014	
782278,GEOMETRIC,EQ,96.5,99.0,96.5,97.2,97.45,96.5,300330,29373820.95,26-DEC-2013	
785305,GEOMETRIC,EQ,101.05,103.3,100.6,102.4,103.3,101.15,59349,6060158.45,04-JUL-2013	
785774,GEOMETRIC,EQ,64.0,65.05,63.0,63.95,64.0,63.35,135852,8680692.3,29-FEB-2012	
788573,GEOMETRIC,EQ,138.1,148.45,138.1,144.95,144.5,137.95,930717,135052348.9,04-JUL-2014	
789228,GEOMETRIC,EQ,105.45,105.7,101.5,102.25,102.45,104.7,124297,12876630.1,29-JAN-2013	
792159,GEOMETRIC,EQ,65.8,66.75,63.5,66.1,66.15,66.35,51202,3330443.95,04-JUN-2012	
792650,GEOMETRIC,EQ,100.0,101.5,99.15,100.1,101.3,99.3,191552,19197085.35,29-JAN-2014	
795515,GEOMETRIC,EQ,107.0,112.7,107.0,108.05,108.15,107.5,243580,26797021.65,04-JUN-2013	
796086,GEOMETRIC,EQ,127.0,129.7,123.8,124.4,124.55,126.3,472070,59569037.15,29-JAN-2015	
798835,GEOMETRIC,EQ,143.7,144.45,138.15,139.55,139.35,143.7,392718,55174410.1,04-JUN-2014	
799642,GEOMETRIC,EQ,49.6,50.05,48.2,48.9,48.5,49.35,40915,2021175.8,29-JUL-2011	
802425,GEOMETRIC,EQ,115.05,116.45,111.0,114.55,114.35,114.6,317470,36188963.0,04-JUN-2015	
802886,GEOMETRIC,EQ,103.9,104.8,98.25,98.7,98.6,103.3,124234,12524565.0,29-JUL-2013	
805845,GEOMETRIC,EQ,66.2,68.15,66.1,66.7,66.6,67.0,39141,2623613.35,04-MAR-2011	
806126,GEOMETRIC,EQ,127.7,132.4,126.0,130.2,129.4,127.1,801569,103965544.7,29-JUL-2015	
809179,GEOMETRIC,EQ,98.75,100.0,97.0,97.7,98.0,99.45,118867,11666096.35,04-MAR-2013	
809614,GEOMETRIC,EQ,50.65,50.95,50.1,50.45,50.75,50.55,25139,1272648.25,29-JUN-2011	
811123,GEOMETRIC,EQ,100.6,102.6,99.6,100.65,100.55,99.6,122931,12366108.5,01-JAN-2013	
812621,GEOMETRIC,EQ,116.5,118.0,112.2,114.7,114.0,115.85,392207,45612483.8,04-MAR-2014	
812992,GEOMETRIC,EQ,74.5,75.5,73.25,73.7,73.7,74.2,72348,5372576.05,29-JUN-2012	
815924,GEOMETRIC,EQ,125.55,129.3,125.0,125.95,125.95,125.6,147595,18674707.05,26-DEC-2014	
816087,GEOMETRIC,EQ,167.4,172.85,153.0,156.45,156.0,167.8,992060,162651235.65,04-MAR-2015	
816460,GEOMETRIC,EQ,109.7,109.7,105.5,107.75,107.85,112.55,216416,23309857.55,29-JUN-2015	
819551,GEOMETRIC,EQ,60.75,62.0,59.5,61.7,62.0,60.25,48467,2952084.05,04-MAY-2011	
819922,GEOMETRIC,EQ,62.85,63.75,62.0,62.2,62.2,62.3,79750,5006786.7,29-MAR-2011	
822881,GEOMETRIC,EQ,68.1,70.4,65.3,66.0,65.5,70.35,84082,5622602.5,04-MAY-2012	
823268,GEOMETRIC,EQ,68.95,69.5,64.3,65.65,65.9,68.4,159512,10571632.15,29-MAR-2012	
826319,GEOMETRIC,EQ,135.95,142.85,134.1,138.3,137.0,134.45,823146,114243694.25,04-MAY-2015	
826672,GEOMETRIC,EQ,69.2,69.8,68.6,69.0,69.0,69.0,39567,2733681.8,29-MAY-2012	
829797,GEOMETRIC,EQ,68.8,72.0,67.8,71.4,70.9,66.85,624319,44131167.8,04-NOV-2010	
830018,GEOMETRIC,EQ,109.2,116.3,109.0,113.65,113.6,109.25,637411,72731842.05,29-MAY-2013	
833081,GEOMETRIC,EQ,44.0,46.0,44.0,44.95,45.4,44.1,26067,1177013.95,04-NOV-2011	
833348,GEOMETRIC,EQ,150.5,153.0,142.75,144.0,144.0,150.25,367984,54121718.7,29-MAY-2014	
836447,GEOMETRIC,EQ,68.0,69.6,67.1,67.45,67.7,68.3,62250,4255433.8,04-OCT-2010	
836948,GEOMETRIC,EQ,131.5,133.7,131.25,131.9,131.75,131.9,152619,20195986.7,29-MAY-2015	
839715,GEOMETRIC,EQ,42.45,43.25,42.15,42.55,42.9,42.45,12229,521861.45,04-OCT-2011	
840408,GEOMETRIC,EQ,66.45,70.1,64.4,66.85,67.65,65.25,127313,8520687.05,29-NOV-2010	
843113,GEOMETRIC,EQ,121.55,121.55,116.25,117.05,118.6,120.3,867245,102250791.9,04-OCT-2012	
843690,GEOMETRIC,EQ,45.0,46.7,42.4,45.3,45.6,43.5,75448,3423023.8,29-NOV-2011	
845347,GEOMETRIC,EQ,103.0,106.25,102.1,103.9,104.0,102.5,522686,54717534.85,01-JAN-2014	
846537,GEOMETRIC,EQ,76.9,76.9,74.1,74.95,74.8,76.1,85297,6452814.6,04-OCT-2013	
847108,GEOMETRIC,EQ,108.5,110.5,106.3,106.95,106.45,108.5,228496,24814928.6,29-NOV-2012	
849763,GEOMETRIC,EQ,104.3,105.8,103.05,104.65,104.6,103.55,241656,25221280.45,04-SEP-2012	
850578,GEOMETRIC,EQ,83.15,87.0,83.15,85.45,85.5,84.0,204508,17555813.65,29-NOV-2013	
851366,GEOMETRIC,EQ,100.65,102.2,97.25,98.85,99.95,100.65,162825,16320883.3,26-FEB-2013	
853117,GEOMETRIC,EQ,77.95,78.45,74.55,76.65,76.5,77.95,74615,5725378.25,04-SEP-2013	
853860,GEOMETRIC,EQ,68.75,68.75,65.7,66.55,67.2,68.25,103544,6945429.1,29-OCT-2010	
856351,GEOMETRIC,EQ,141.95,142.5,138.5,139.5,139.7,141.65,143706,20157532.6,04-SEP-2014	
857164,GEOMETRIC,EQ,113.85,116.2,95.5,101.2,101.3,112.95,4483139,465682440.05,29-OCT-2012	
859867,GEOMETRIC,EQ,65.7,66.8,64.4,65.35,65.1,64.7,99285,6489228.2,05-APR-2011	
860576,GEOMETRIC,EQ,79.0,81.2,77.1,79.35,79.2,78.6,111950,8838357.45,29-OCT-2013	
863227,GEOMETRIC,EQ,100.0,102.25,98.7,98.9,99.0,100.15,36539,3649735.15,05-APR-2013	
863846,GEOMETRIC,EQ,130.7,132.95,129.5,130.55,129.75,130.35,156292,20511342.05,29-OCT-2014	
865212,GEOMETRIC,EQ,114.5,116.4,113.1,113.7,113.75,113.9,756452,86806840.6,25-SEP-2012	
866691,GEOMETRIC,EQ,45.9,45.9,42.55,43.75,43.95,45.75,64549,2809270.3,05-AUG-2011	
867364,GEOMETRIC,EQ,69.5,70.2,67.0,67.4,67.05,69.0,93682,6396433.5,29-SEP-2010	
869963,GEOMETRIC,EQ,70.25,73.4,69.7,71.35,71.5,70.3,163497,11720464.25,05-AUG-2013	
870620,GEOMETRIC,EQ,45.0,45.65,44.5,45.1,45.5,45.05,18055,814897.35,29-SEP-2011	
873139,GEOMETRIC,EQ,144.9,147.3,142.7,145.75,145.4,144.5,236336,34410165.7,05-AUG-2014	
873996,GEOMETRIC,EQ,144.4,146.25,140.55,143.15,143.3,144.15,784245,112762609.8,29-SEP-2014	
876727,GEOMETRIC,EQ,132.0,134.25,129.5,131.05,131.45,130.55,513791,67714842.15,05-AUG-2015	
877548,GEOMETRIC,EQ,68.55,68.9,66.8,67.55,67.3,69.25,78311,5294381.5,30-APR-2012	
878613,GEOMETRIC,EQ,127.95,129.9,126.95,128.1,128.55,128.2,132206,16963360.45,01-JAN-2015	
880245,GEOMETRIC,EQ,49.6,57.45,49.0,53.55,53.6,48.15,550019,28273162.35,05-DEC-2011	
880894,GEOMETRIC,EQ,94.0,95.5,86.5,89.6,89.6,96.15,383040,35065964.3,30-APR-2013	
883629,GEOMETRIC,EQ,106.4,107.9,105.2,105.5,105.6,105.95,107427,11403641.25,05-DEC-2012	
884160,GEOMETRIC,EQ,108.05,110.8,99.7,105.2,106.3,109.85,737600,79120426.3,30-APR-2014	
885990,GEOMETRIC,EQ,111.4,118.65,110.35,115.65,115.85,110.35,1765434,204235586.75,26-FEB-2014	
887077,GEOMETRIC,EQ,85.9,86.8,84.25,85.0,85.0,84.6,153172,13098755.1,05-DEC-2013	
887666,GEOMETRIC,EQ,142.0,142.65,133.1,134.45,134.5,141.65,753510,102152390.4,30-APR-2015	
890401,GEOMETRIC,EQ,137.95,141.5,137.3,138.35,138.95,138.3,382877,53332478.35,05-DEC-2014	
891094,GEOMETRIC,EQ,68.7,69.75,65.3,65.8,66.0,67.8,111068,7429018.6,30-AUG-2010	
893999,GEOMETRIC,EQ,100.05,101.6,100.0,100.45,100.7,100.2,93544,9426712.75,05-FEB-2013	
894342,GEOMETRIC,EQ,39.2,40.0,38.3,38.95,39.35,37.9,18791,734433.6,30-AUG-2011	
897449,GEOMETRIC,EQ,91.5,94.4,91.25,93.85,94.0,91.35,301711,27867922.3,05-FEB-2014	
897696,GEOMETRIC,EQ,102.5,108.65,102.25,106.5,106.0,103.0,792533,84421712.8,30-AUG-2012	
900863,GEOMETRIC,EQ,123.95,126.8,123.25,124.2,124.0,123.3,381095,47695191.85,05-FEB-2015	
901054,GEOMETRIC,EQ,74.8,78.5,74.8,75.4,75.0,74.5,153200,11762050.6,30-AUG-2013	
904229,GEOMETRIC,EQ,75.05,76.95,74.65,75.5,75.5,75.5,147304,11189750.45,30-DEC-2010	
904316,GEOMETRIC,EQ,84.0,87.0,81.4,82.65,82.0,83.85,1088418,91668738.8,05-JAN-2011	
907533,GEOMETRIC,EQ,46.0,46.7,44.0,46.2,46.2,45.25,231988,10455983.05,30-DEC-2011	
907630,GEOMETRIC,EQ,47.9,49.25,46.9,47.85,47.7,47.35,33824,1623062.0,05-JAN-2012	
910851,GEOMETRIC,EQ,105.2,105.7,100.65,101.75,101.7,104.75,599275,61626022.95,30-DEC-2013	
911024,GEOMETRIC,EQ,132.5,133.6,131.1,131.75,132.3,132.1,146538,19381434.7,05-JAN-2015	
913479,GEOMETRIC,EQ,51.8,51.8,49.65,50.0,50.0,50.9,96334,4830403.9,01-JUL-2011	
914223,GEOMETRIC,EQ,126.3,127.15,125.05,125.45,125.45,126.4,70581,8886266.85,30-DEC-2014	
914570,GEOMETRIC,EQ,52.0,54.35,51.6,53.3,52.9,51.8,267104,14182701.8,05-JUL-2011	
917763,GEOMETRIC,EQ,63.55,63.8,58.5,59.0,58.7,63.55,115510,7013104.95,30-JAN-2012	
917946,GEOMETRIC,EQ,74.55,76.9,74.5,75.6,75.45,74.15,281926,21372246.15,05-JUL-2012	
920454,GEOMETRIC,EQ,141.9,142.7,137.2,138.1,138.25,142.05,417692,58135670.65,26-FEB-2015	
921227,GEOMETRIC,EQ,103.35,103.95,100.2,101.05,100.2,102.25,150427,15373260.05,30-JAN-2013	
921350,GEOMETRIC,EQ,104.2,105.0,102.85,103.7,103.3,102.4,126850,13186309.4,05-JUL-2013	
924603,GEOMETRIC,EQ,67.5,68.3,66.05,66.5,66.55,66.1,25011,1676879.85,05-JUN-2012	
924668,GEOMETRIC,EQ,100.3,102.0,97.7,98.5,98.2,100.1,215318,21453026.5,30-JAN-2014	
927917,GEOMETRIC,EQ,107.5,111.0,107.5,109.7,109.55,108.05,70526,7743326.9,05-JUN-2013	
928038,GEOMETRIC,EQ,125.75,127.2,122.5,123.05,122.9,124.4,344201,42796581.9,30-JAN-2015	
931187,GEOMETRIC,EQ,140.9,143.0,138.8,140.15,140.25,139.55,207496,29194841.25,05-JUN-2014	
931524,GEOMETRIC,EQ,85.35,91.0,83.55,90.4,89.9,83.75,1310805,115954491.55,30-JUL-2012	
934805,GEOMETRIC,EQ,113.55,117.65,113.0,114.55,114.05,114.55,427858,49647796.8,05-JUN-2015	
934854,GEOMETRIC,EQ,100.4,101.5,79.0,79.05,79.0,98.7,1745908,149395729.4,30-JUL-2013	
938057,GEOMETRIC,EQ,145.0,146.0,140.3,141.85,141.45,144.25,207169,29692099.2,30-JUL-2014	
938288,GEOMETRIC,EQ,66.65,66.65,64.6,64.95,65.0,66.65,18659,1223619.3,05-MAR-2012	
941635,GEOMETRIC,EQ,130.7,132.25,128.15,131.1,131.0,130.2,581025,75699998.6,30-JUL-2015	
941734,GEOMETRIC,EQ,98.2,106.85,97.65,105.5,105.3,97.7,424348,43369220.5,05-MAR-2013	
945101,GEOMETRIC,EQ,51.0,51.45,50.0,50.9,51.4,50.45,29337,1487447.3,30-JUN-2011	
945174,GEOMETRIC,EQ,115.05,124.65,114.35,119.35,118.75,114.7,2105058,253713012.9,05-MAR-2014	
946323,GEOMETRIC,EQ,101.35,105.4,101.35,104.65,105.4,102.3,40209,4184399.05,01-JUL-2013	
948463,GEOMETRIC,EQ,144.3,148.0,143.0,144.95,144.8,143.35,584434,85167913.05,30-JUN-2014	
948648,GEOMETRIC,EQ,157.15,166.4,154.6,160.5,159.5,156.45,990031,160296998.65,05-MAR-2015	
952031,GEOMETRIC,EQ,108.0,113.4,107.4,110.15,109.65,107.75,334894,37041552.05,30-JUN-2015	
952080,GEOMETRIC,EQ,62.0,62.0,60.0,60.4,60.5,61.7,50913,3112732.8,05-MAY-2011	
954700,GEOMETRIC,EQ,52.0,52.0,50.15,50.45,50.85,52.0,80280,4092278.1,26-JUL-2011	
955377,GEOMETRIC,EQ,105.2,107.0,103.0,104.25,103.1,105.2,126246,13294189.65,05-MAY-2014	
955498,GEOMETRIC,EQ,62.0,64.65,62.0,63.55,63.9,62.2,63650,4045015.2,30-MAR-2011	
958855,GEOMETRIC,EQ,66.0,67.75,66.0,66.7,66.8,65.65,74565,4979789.05,30-MAR-2012	
958898,GEOMETRIC,EQ,138.0,140.5,135.5,136.7,136.85,138.3,396562,54618984.95,05-MAY-2015	
962293,GEOMETRIC,EQ,164.5,173.8,164.5,171.95,173.4,163.35,738387,124905530.9,30-MAR-2015	
962350,GEOMETRIC,EQ,72.0,73.9,71.75,73.2,73.15,71.4,186789,13648418.7,05-NOV-2010	
965573,GEOMETRIC,EQ,104.35,107.8,104.35,105.2,105.1,105.9,251895,26723921.7,05-NOV-2012	
965732,GEOMETRIC,EQ,58.4,59.0,57.7,58.25,58.3,58.2,26450,1544319.65,30-MAY-2011	
968979,GEOMETRIC,EQ,86.0,90.0,85.9,87.8,87.5,85.15,486802,42896492.15,05-NOV-2013	
969052,GEOMETRIC,EQ,69.0,71.95,68.9,69.15,69.1,69.0,234050,16530519.0,30-MAY-2012	
972273,GEOMETRIC,EQ,130.2,134.9,130.2,132.8,132.9,133.0,250710,33366084.8,05-NOV-2014	
972392,GEOMETRIC,EQ,113.95,114.95,109.75,110.9,111.3,113.65,266247,29703839.75,30-MAY-2013	
975709,GEOMETRIC,EQ,146.25,146.25,138.35,140.0,139.1,144.0,186555,26506064.45,30-MAY-2014	
975784,GEOMETRIC,EQ,67.95,68.75,67.0,68.0,68.3,67.45,36310,2472587.5,05-OCT-2010	
979043,GEOMETRIC,EQ,41.5,44.25,41.5,42.1,42.0,42.55,16126,686155.4,05-OCT-2011	
979189,GEOMETRIC,EQ,145.0,149.5,144.3,145.1,145.35,144.95,435115,64125654.45,01-JUL-2014	
979248,GEOMETRIC,EQ,66.95,73.5,66.2,72.15,72.75,66.85,261118,18506501.05,30-NOV-2010	
982441,GEOMETRIC,EQ,117.1,119.5,111.0,117.45,117.65,117.05,636153,73409426.15,05-OCT-2012	
982530,GEOMETRIC,EQ,45.6,45.6,43.65,45.0,45.4,45.3,43614,1959152.65,30-NOV-2011	
985927,GEOMETRIC,EQ,107.0,108.35,105.1,105.95,106.05,106.95,157958,16883772.5,30-NOV-2012	
985974,GEOMETRIC,EQ,39.8,40.25,38.8,39.05,39.45,39.95,26522,1038066.4,05-SEP-2011	
988388,GEOMETRIC,EQ,91.1,92.5,85.6,87.15,87.45,90.1,2654755,238801063.1,26-JUL-2012	
989367,GEOMETRIC,EQ,104.5,107.3,103.25,104.0,104.1,104.65,467459,49223977.9,05-SEP-2012	
989472,GEOMETRIC,EQ,104.3,105.65,100.0,104.05,103.6,101.2,1169403,121045739.7,30-OCT-2012	
992753,GEOMETRIC,EQ,76.25,79.1,76.25,78.1,78.0,76.65,52822,4128323.65,05-SEP-2013	
992876,GEOMETRIC,EQ,78.1,82.0,78.1,79.7,79.65,79.35,126418,10165643.3,30-OCT-2013	
995989,GEOMETRIC,EQ,139.7,141.8,126.25,139.05,138.5,139.5,312945,43196129.75,05-SEP-2014	
996178,GEOMETRIC,EQ,130.0,133.7,130.0,131.15,131.7,130.55,310121,41032533.45,30-OCT-2014	
999553,GEOMETRIC,EQ,66.5,67.8,65.0,66.65,66.35,65.35,133365,8852688.25,06-APR-2011	
999682,GEOMETRIC,EQ,67.4,69.2,66.95,67.3,67.15,67.4,86159,5818661.55,30-SEP-2010	
1002897,GEOMETRIC,EQ,178.3,191.0,175.1,182.55,181.8,177.55,2619771,484162510.2,06-APR-2015	
1002926,GEOMETRIC,EQ,45.45,46.0,43.25,43.55,43.55,45.1,16507,738143.25,30-SEP-2011	
1006215,GEOMETRIC,EQ,75.2,78.7,75.2,78.3,78.0,75.7,127609,9935065.85,30-SEP-2013	
1006402,GEOMETRIC,EQ,93.8,96.9,92.05,93.2,93.2,93.3,767995,72940859.8,06-AUG-2012	
1009429,GEOMETRIC,EQ,143.5,149.6,142.4,145.25,145.4,143.15,962626,140809911.95,30-SEP-2014	
1009750,GEOMETRIC,EQ,69.1,74.25,69.1,71.3,70.2,71.35,205096,14745598.65,06-AUG-2013	
1012959,GEOMETRIC,EQ,65.55,65.55,63.25,63.9,64.6,65.8,66300,4260843.25,31-AUG-2010	
1012974,GEOMETRIC,EQ,145.05,146.45,141.1,142.1,142.35,145.75,195766,28115656.2,06-AUG-2014	
1014925,GEOMETRIC,EQ,110.65,118.9,110.4,117.2,116.7,110.15,876747,101139642.95,01-JUL-2015	
1016203,GEOMETRIC,EQ,107.1,108.95,102.3,103.2,103.0,106.5,559024,59326128.9,31-AUG-2012	
1016580,GEOMETRIC,EQ,131.95,134.6,130.0,131.45,132.0,131.05,456261,60339891.35,06-AUG-2015	
1019625,GEOMETRIC,EQ,75.1,79.8,75.1,78.15,77.0,75.5,515404,40325001.0,31-DEC-2010	
1020054,GEOMETRIC,EQ,69.0,71.4,68.35,68.75,68.85,68.5,57615,4003425.95,06-DEC-2010	
1021546,GEOMETRIC,EQ,105.0,107.5,101.75,103.3,103.4,105.35,85097,8892793.6,26-JUL-2013	
1022933,GEOMETRIC,EQ,99.45,101.5,98.2,99.6,99.7,98.95,108217,10804819.95,31-DEC-2012	
1023352,GEOMETRIC,EQ,106.65,106.65,104.25,105.4,105.25,105.5,117497,12337723.3,06-DEC-2012	
1026383,GEOMETRIC,EQ,101.95,104.65,101.4,102.5,102.2,101.75,306753,31507250.7,31-DEC-2013	
1026808,GEOMETRIC,EQ,86.4,86.7,84.25,84.75,84.95,85.0,133308,11395473.2,06-DEC-2013	
1029765,GEOMETRIC,EQ,125.3,128.8,125.3,128.2,128.2,125.45,183786,23441140.15,31-DEC-2014	
1030154,GEOMETRIC,EQ,64.1,69.4,64.1,67.4,68.0,65.1,293751,19796421.85,06-FEB-2012	
1033249,GEOMETRIC,EQ,70.95,71.9,68.0,71.35,71.9,71.5,119073,8416642.9,31-JAN-2011	
1033618,GEOMETRIC,EQ,101.3,102.65,100.15,101.4,100.85,100.45,59099,5988950.55,06-FEB-2013	
1036565,GEOMETRIC,EQ,59.5,61.7,58.5,59.25,59.25,59.0,140994,8430054.05,31-JAN-2012	
1037074,GEOMETRIC,EQ,93.5,94.65,91.3,91.85,92.0,93.85,70216,6506476.0,06-FEB-2014	
1040009,GEOMETRIC,EQ,101.05,102.9,101.0,101.7,101.8,101.05,67892,6924773.95,31-JAN-2013	
1040482,GEOMETRIC,EQ,124.1,128.3,124.1,125.6,125.95,124.2,504819,63754223.0,06-FEB-2015	
1043421,GEOMETRIC,EQ,98.5,101.3,98.15,99.3,99.0,98.5,211749,21154682.2,31-JAN-2014	
1043916,GEOMETRIC,EQ,83.95,84.05,81.0,81.55,82.0,82.65,347255,28600230.15,06-JAN-2011	
1046785,GEOMETRIC,EQ,90.9,95.35,88.3,94.2,93.1,90.4,2582694,239786186.5,31-JUL-2012	
1047222,GEOMETRIC,EQ,45.2,49.0,45.2,48.4,48.7,47.85,28119,1353807.2,06-JAN-2012	
1049903,GEOMETRIC,EQ,60.45,61.2,59.9,60.45,60.25,59.7,46179,2792804.5,01-JUN-2011	
1050065,GEOMETRIC,EQ,74.25,76.45,68.2,69.45,70.2,79.05,853227,61031733.75,31-JUL-2013	
1050502,GEOMETRIC,EQ,101.5,105.5,101.2,104.0,104.0,101.05,304435,31571070.55,06-JAN-2014	
1053259,GEOMETRIC,EQ,142.0,146.35,141.0,142.6,142.85,141.85,320042,45960028.15,31-JUL-2014	
1053766,GEOMETRIC,EQ,72.05,72.2,70.45,71.05,71.45,72.25,64166,4570303.65,26-JUN-2012	
1053842,GEOMETRIC,EQ,130.4,130.9,125.65,126.9,128.85,131.75,150641,19246079.7,06-JAN-2015	
1056779,GEOMETRIC,EQ,131.65,132.9,128.2,128.7,128.35,131.1,506563,65833069.75,31-JUL-2015	
1057394,GEOMETRIC,EQ,52.5,53.35,52.0,52.25,52.05,53.3,74838,3922265.55,06-JUL-2011	
1060245,GEOMETRIC,EQ,63.0,64.9,60.5,61.3,61.25,63.55,121931,7649599.3,31-MAR-2011	
1060752,GEOMETRIC,EQ,75.85,78.3,75.4,77.45,76.6,75.6,334400,25833105.05,06-JUL-2012	
1063557,GEOMETRIC,EQ,117.5,118.0,114.55,115.55,115.5,116.55,228692,26607700.7,31-MAR-2014	
1064216,GEOMETRIC,EQ,110.0,115.75,110.0,113.9,113.75,113.9,357797,40377984.35,06-JUL-2015	
1067081,GEOMETRIC,EQ,175.0,175.95,165.0,167.15,167.0,171.95,601913,102815019.85,31-MAR-2015	
1067698,GEOMETRIC,EQ,58.95,60.3,58.95,59.75,60.25,59.1,14906,882208.9,06-JUN-2011	
1070533,GEOMETRIC,EQ,58.0,60.05,57.6,59.7,60.0,58.25,57091,3390465.05,31-MAY-2011	
