,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP	
352641,GEOMETRIC,EQ,103.75,107.0,102.0,106.15,106.2,103.3,285027,29920769.1,21-NOV-2012	
354505,GEOMETRIC,EQ,83.55,84.55,83.55,83.8,83.8,84.35,55718,4687673.75,21-NOV-2013	
355540,GEOMETRIC,EQ,69.0,71.9,68.55,71.55,71.8,69.25,85356,6044906.5,03-FEB-2011	
356329,GEOMETRIC,EQ,138.9,139.85,134.5,135.55,135.0,147.45,2007721,275454620.15,21-NOV-2014	
358271,GEOMETRIC,EQ,66.85,69.2,66.0,68.2,68.5,66.3,297444,20232751.35,21-OCT-2010	
358535,GEOMETRIC,EQ,65.6,66.25,63.5,63.75,64.0,65.3,85604,5520820.55,28-APR-2011	
359341,GEOMETRIC,EQ,38.5,38.6,36.15,37.1,36.15,37.95,22533,846354.0,26-AUG-2011	
360077,GEOMETRIC,EQ,44.9,46.25,44.3,45.75,45.7,44.2,122709,5569103.25,21-OCT-2011	
361897,GEOMETRIC,EQ,75.55,83.85,75.5,83.1,83.2,76.1,1855800,149009184.35,21-OCT-2013	
363689,GEOMETRIC,EQ,125.5,129.2,125.05,127.6,127.8,124.6,378523,48207215.2,21-OCT-2014	
365603,GEOMETRIC,EQ,66.1,74.65,66.1,71.15,71.15,73.7,154411,11026339.65,21-SEP-2010	
367390,GEOMETRIC,EQ,46.5,46.8,45.05,45.7,45.35,46.15,45698,2093805.9,21-SEP-2011	
369273,GEOMETRIC,EQ,117.2,121.5,110.5,113.5,113.6,116.3,2686551,316242538.25,21-SEP-2012	
371168,GEOMETRIC,EQ,100.1,104.2,100.1,103.4,102.95,100.3,140705,14413231.55,22-APR-2013	
372982,GEOMETRIC,EQ,117.8,118.0,113.25,113.9,113.7,117.5,257899,29874672.9,22-APR-2014	
373850,GEOMETRIC,EQ,62.95,66.25,62.15,65.1,65.0,62.9,232404,15105929.55,03-FEB-2012	
374939,GEOMETRIC,EQ,166.5,168.8,157.3,162.8,162.9,165.15,668603,109455649.7,22-APR-2015	
376661,GEOMETRIC,EQ,111.1,113.5,110.4,111.0,110.4,111.0,243638,27159265.8,28-APR-2014	
376863,GEOMETRIC,EQ,36.45,38.35,35.3,37.9,37.75,36.65,19684,735689.85,22-AUG-2011	
378703,GEOMETRIC,EQ,107.25,108.35,103.3,104.35,104.95,107.1,447019,47499340.95,22-AUG-2012	
380556,GEOMETRIC,EQ,71.3,74.05,71.3,72.8,73.0,71.45,37063,2687973.7,22-AUG-2013	
382315,GEOMETRIC,EQ,146.1,146.5,140.5,141.55,141.9,145.5,253397,36086750.85,22-AUG-2014	
384281,GEOMETRIC,EQ,71.6,78.0,71.6,72.8,73.1,70.75,266455,19447495.2,22-DEC-2010	
386090,GEOMETRIC,EQ,46.05,46.05,44.5,45.75,45.5,45.9,45335,2052287.4,22-DEC-2011	
387983,GEOMETRIC,EQ,126.5,129.1,126.25,128.6,129.0,126.25,109223,13974012.35,22-DEC-2014	
389909,GEOMETRIC,EQ,67.0,68.45,66.0,67.45,67.75,66.45,52703,3548720.0,22-FEB-2011	
391738,GEOMETRIC,EQ,71.4,72.95,68.0,68.7,68.0,71.35,179107,12534160.35,22-FEB-2012	
392468,GEOMETRIC,EQ,99.0,102.35,90.65,94.75,95.0,99.3,1337054,128353725.95,03-FEB-2014	
393653,GEOMETRIC,EQ,104.1,106.8,102.7,103.5,102.9,104.45,112731,11810915.8,22-FEB-2013	
395589,GEOMETRIC,EQ,112.9,113.0,104.8,105.3,104.95,114.5,781831,84260718.55,22-JAN-2013	
396047,GEOMETRIC,EQ,134.6,134.6,123.15,128.75,128.15,143.05,1638488,210228675.2,28-APR-2015	
397498,GEOMETRIC,EQ,101.5,102.75,101.2,101.4,102.0,101.8,71696,7298304.8,22-JAN-2014	
399397,GEOMETRIC,EQ,131.1,142.4,131.1,139.05,138.45,132.85,1113452,154707825.3,22-JAN-2015	
401356,GEOMETRIC,EQ,51.65,52.4,50.65,51.8,51.65,51.85,75432,3885143.2,22-JUL-2011	
403143,GEOMETRIC,EQ,106.25,109.0,106.25,107.25,108.0,108.1,71809,7731138.65,22-JUL-2013	
404924,GEOMETRIC,EQ,148.9,162.35,146.5,159.4,161.0,148.05,3066760,479638236.15,22-JUL-2014	
406919,GEOMETRIC,EQ,115.0,119.2,115.0,116.35,116.6,115.15,410894,47967522.05,22-JUL-2015	
408832,GEOMETRIC,EQ,52.7,52.7,49.55,49.95,50.0,51.7,37007,1882699.95,22-JUN-2011	
410667,GEOMETRIC,EQ,74.5,74.8,72.2,72.75,72.5,73.75,397035,29279321.15,22-JUN-2012	
411190,GEOMETRIC,EQ,123.2,126.45,121.7,122.75,122.85,121.95,413145,51004802.75,03-FEB-2015	
412555,GEOMETRIC,EQ,113.1,116.2,111.15,113.7,113.7,112.1,331087,37875153.5,22-JUN-2015	
414476,GEOMETRIC,EQ,59.0,59.75,57.9,58.2,58.15,59.05,32218,1891700.65,22-MAR-2011	
415159,GEOMETRIC,EQ,104.7,104.9,100.6,102.9,104.0,104.4,446445,45920040.9,28-AUG-2012	
416302,GEOMETRIC,EQ,69.6,70.7,67.2,67.45,67.35,69.95,44072,2997603.5,22-MAR-2012	
418197,GEOMETRIC,EQ,98.8,99.0,91.3,96.4,98.5,97.35,224371,21162902.6,22-MAR-2013	
420107,GEOMETRIC,EQ,72.0,72.7,69.25,69.65,69.25,71.05,81835,5789334.9,22-MAY-2012	
421959,GEOMETRIC,EQ,109.25,112.0,107.5,109.25,110.0,108.0,260757,28691979.05,22-MAY-2013	
423797,GEOMETRIC,EQ,137.6,139.0,132.0,135.6,136.5,136.0,1055402,143292896.95,22-MAY-2014	
425776,GEOMETRIC,EQ,135.0,137.5,132.0,132.7,132.5,135.1,247058,33113435.05,22-MAY-2015	
427669,GEOMETRIC,EQ,70.6,74.9,70.0,73.25,73.05,69.7,199893,14541755.15,22-NOV-2010	
429482,GEOMETRIC,EQ,39.2,40.6,38.65,39.95,40.1,39.4,35056,1401799.55,22-NOV-2011	
430194,GEOMETRIC,EQ,78.0,79.8,77.45,78.5,78.55,78.15,167446,13196636.1,03-JAN-2011	
431365,GEOMETRIC,EQ,106.8,106.9,104.2,104.6,104.65,106.15,120146,12647996.3,22-NOV-2012	
433239,GEOMETRIC,EQ,83.25,85.0,82.5,83.1,83.15,83.8,61565,5147616.75,22-NOV-2013	
433505,GEOMETRIC,EQ,71.1,76.5,71.1,73.1,73.3,73.05,70929,5241242.1,28-AUG-2013	
435024,GEOMETRIC,EQ,68.5,73.9,67.5,69.75,69.65,68.2,1401698,99328592.85,22-OCT-2010	
436839,GEOMETRIC,EQ,117.2,118.5,113.7,117.7,117.8,116.35,342369,39867277.1,22-OCT-2012	
438728,GEOMETRIC,EQ,83.9,83.9,80.55,81.4,81.7,83.1,424116,34799453.35,22-OCT-2013	
440555,GEOMETRIC,EQ,129.0,136.35,129.0,133.0,133.9,127.6,714977,95010302.45,22-OCT-2014	
442465,GEOMETRIC,EQ,71.05,72.4,69.9,70.15,70.2,71.15,104536,7385565.55,22-SEP-2010	
444254,GEOMETRIC,EQ,45.0,46.0,43.5,44.1,43.5,45.7,20717,923129.9,22-SEP-2011	
446126,GEOMETRIC,EQ,151.0,156.0,149.35,152.05,151.95,152.15,475585,72799165.45,22-SEP-2014	
448086,GEOMETRIC,EQ,76.9,77.35,71.35,73.6,73.25,76.1,313038,23244019.25,23-APR-2012	
448344,GEOMETRIC,EQ,46.25,48.0,46.25,47.3,47.2,46.25,38080,1805164.0,03-JAN-2012	
449931,GEOMETRIC,EQ,102.0,103.5,99.7,100.0,99.9,103.4,62455,6288705.6,23-APR-2013	
451033,GEOMETRIC,EQ,140.55,146.6,140.55,142.5,142.0,140.8,400100,57711196.2,28-AUG-2014	
451758,GEOMETRIC,EQ,114.9,115.5,112.95,113.4,113.3,113.9,163663,18675712.25,23-APR-2014	
453740,GEOMETRIC,EQ,164.0,166.5,160.6,161.7,161.05,162.8,526721,86101275.7,23-APR-2015	
455630,GEOMETRIC,EQ,71.35,73.7,71.2,72.5,73.15,71.35,154915,11255526.15,23-AUG-2010	
457409,GEOMETRIC,EQ,38.1,39.75,38.1,38.7,38.5,37.9,23223,902487.1,23-AUG-2011	
459254,GEOMETRIC,EQ,105.25,107.2,102.0,103.25,102.5,104.35,804040,84033615.65,23-AUG-2012	
461093,GEOMETRIC,EQ,72.5,73.5,71.6,72.3,72.0,72.8,21606,1562397.65,23-AUG-2013	
462843,GEOMETRIC,EQ,73.2,74.0,71.55,72.1,72.55,72.8,110464,8012702.15,23-DEC-2010	
464656,GEOMETRIC,EQ,46.0,46.7,44.7,46.25,46.6,45.75,33580,1546156.65,23-DEC-2011	
466472,GEOMETRIC,EQ,93.5,97.15,93.5,94.5,94.35,94.65,297383,28408134.25,23-DEC-2013	
467266,GEOMETRIC,EQ,104.0,107.9,102.4,102.95,103.0,100.6,840471,87855892.25,03-JAN-2013	
468313,GEOMETRIC,EQ,128.95,130.5,126.25,127.15,127.5,128.6,116260,14859506.9,23-DEC-2014	
470225,GEOMETRIC,EQ,66.6,68.4,66.05,67.1,67.9,67.45,32116,2154511.9,23-FEB-2011	
470489,GEOMETRIC,EQ,70.2,77.25,69.2,75.0,74.85,71.05,741200,55522639.45,28-DEC-2010	
472050,GEOMETRIC,EQ,69.0,69.0,66.1,66.95,67.0,68.7,84106,5635926.05,23-FEB-2012	
473952,GEOMETRIC,EQ,147.7,149.15,141.1,142.1,141.8,146.75,647325,93884470.0,23-FEB-2015	
475884,GEOMETRIC,EQ,59.0,70.4,58.3,65.75,66.1,58.7,3560438,236929314.25,23-JAN-2012	
477779,GEOMETRIC,EQ,105.9,106.3,101.65,102.7,103.0,105.3,309006,31795932.55,23-JAN-2013	
479679,GEOMETRIC,EQ,101.0,101.65,99.75,101.0,101.0,101.4,104181,10484496.3,23-JAN-2014	
481596,GEOMETRIC,EQ,139.05,139.85,135.1,136.75,135.9,139.05,258123,35470235.1,23-JAN-2015	
483566,GEOMETRIC,EQ,71.4,85.9,70.85,79.25,78.95,72.1,5985371,481239633.75,23-JUL-2012	
485407,GEOMETRIC,EQ,109.0,111.7,107.7,109.6,109.15,107.25,419252,46170783.1,23-JUL-2013	
486110,GEOMETRIC,EQ,97.1,101.8,97.05,101.05,100.85,98.8,330868,33198093.45,03-JAN-2014	
487191,GEOMETRIC,EQ,161.8,163.25,150.3,156.0,157.15,159.4,1781400,278838875.9,23-JUL-2014	
488663,GEOMETRIC,EQ,46.75,46.75,44.8,45.35,45.5,46.25,17956,815648.8,28-DEC-2011	
489173,GEOMETRIC,EQ,116.05,119.45,115.3,116.05,115.95,116.35,335302,39325994.5,23-JUL-2015	
491078,GEOMETRIC,EQ,50.0,50.0,49.1,49.4,49.25,49.95,36266,1793432.3,23-JUN-2011	
492921,GEOMETRIC,EQ,135.0,137.8,132.5,133.3,133.5,133.85,122853,16526932.8,23-JUN-2014	
494864,GEOMETRIC,EQ,113.1,115.55,111.75,112.85,113.15,113.7,243126,27602680.15,23-JUN-2015	
496768,GEOMETRIC,EQ,58.8,60.2,58.1,59.3,59.05,58.2,55297,3260214.9,23-MAR-2011	
498605,GEOMETRIC,EQ,67.0,70.0,67.0,69.45,69.5,67.45,35252,2432824.5,23-MAR-2012	
500493,GEOMETRIC,EQ,175.0,200.85,174.5,191.7,197.3,172.55,3915844,732386830.2,23-MAR-2015	
500630,GEOMETRIC,EQ,45.9,48.9,45.5,47.2,47.0,45.0,124440,5906044.7,01-DEC-2011	
502416,GEOMETRIC,EQ,58.3,58.55,57.2,58.15,58.05,58.45,25656,1495123.95,23-MAY-2011	
504233,GEOMETRIC,EQ,70.0,70.95,68.1,68.45,68.45,69.65,71612,4958365.45,23-MAY-2012	
504238,GEOMETRIC,EQ,74.2,75.2,72.8,73.55,73.6,73.2,114910,8494821.45,03-JUL-2012	
506067,GEOMETRIC,EQ,105.75,109.95,105.0,106.45,106.8,109.25,67657,7205506.45,23-MAY-2013	
507269,GEOMETRIC,EQ,100.95,102.5,98.3,98.95,98.9,100.4,106095,10628564.6,28-DEC-2012	
507902,GEOMETRIC,EQ,135.5,154.2,135.5,143.55,143.4,135.6,1422747,206027294.5,23-MAY-2014	
509880,GEOMETRIC,EQ,72.9,72.9,69.05,69.95,69.7,73.25,105455,7430078.0,23-NOV-2010	
511685,GEOMETRIC,EQ,38.7,40.25,38.1,38.5,38.7,39.95,26184,1022922.35,23-NOV-2011	
513574,GEOMETRIC,EQ,104.8,104.8,102.0,103.4,103.75,104.6,152101,15708186.8,23-NOV-2012	
515507,GEOMETRIC,EQ,118.2,119.0,115.7,117.3,117.1,117.7,293414,34405814.55,23-OCT-2012	
517392,GEOMETRIC,EQ,82.0,82.6,80.0,81.1,80.9,81.4,194926,15785246.0,23-OCT-2013	
519173,GEOMETRIC,EQ,134.6,135.4,133.9,134.6,134.6,133.0,128719,17325745.35,23-OCT-2014	
521001,GEOMETRIC,EQ,70.45,71.0,68.5,68.8,68.75,70.15,68579,4770571.6,23-SEP-2010	
522792,GEOMETRIC,EQ,43.2,43.7,41.9,42.3,42.2,44.1,29431,1254947.4,23-SEP-2011	
522888,GEOMETRIC,EQ,103.05,103.8,100.45,101.15,101.0,103.25,28807,2933973.5,03-JUL-2013	
524601,GEOMETRIC,EQ,76.0,77.6,73.85,74.45,74.5,76.25,49008,3714590.4,23-SEP-2013	
526392,GEOMETRIC,EQ,152.1,174.3,150.45,161.15,163.1,152.05,6654121,1103022696.7,23-SEP-2014	
526517,GEOMETRIC,EQ,66.9,67.4,65.2,65.55,65.85,65.7,34204,2272787.15,28-FEB-2011	
528370,GEOMETRIC,EQ,73.65,74.85,70.5,72.4,72.0,73.6,167879,12193880.8,24-APR-2012	
530254,GEOMETRIC,EQ,162.5,162.5,151.7,153.5,153.8,161.7,500287,78274135.95,24-APR-2015	
532155,GEOMETRIC,EQ,73.35,73.9,71.6,72.55,72.75,72.5,157658,11459531.65,24-AUG-2010	
533929,GEOMETRIC,EQ,39.05,39.5,37.7,38.1,38.35,38.7,18109,699930.3,24-AUG-2011	
535791,GEOMETRIC,EQ,102.5,105.4,100.35,104.0,105.0,103.25,687117,70416468.5,24-AUG-2012	
537683,GEOMETRIC,EQ,72.1,72.1,69.65,70.5,70.65,72.1,68283,4824130.55,24-DEC-2010	
539509,GEOMETRIC,EQ,100.55,101.65,98.3,100.0,99.75,99.65,149952,14982236.9,24-DEC-2012	
540353,GEOMETRIC,EQ,72.95,74.75,71.5,73.7,73.45,72.3,72415,5317191.1,26-AUG-2013	
541062,GEOMETRIC,EQ,143.2,143.2,135.0,137.95,138.45,142.3,253659,35168481.35,03-JUL-2014	
541388,GEOMETRIC,EQ,94.5,98.8,94.5,96.5,96.3,94.5,455105,44055496.4,24-DEC-2013	
543241,GEOMETRIC,EQ,127.25,127.9,124.65,125.6,126.9,127.15,114143,14406694.3,24-DEC-2014	
544765,GEOMETRIC,EQ,61.05,64.55,60.9,63.35,63.4,60.85,109961,6938468.65,28-FEB-2012	
545151,GEOMETRIC,EQ,67.55,67.55,65.15,65.7,66.4,67.1,52158,3435823.05,24-FEB-2011	
546982,GEOMETRIC,EQ,68.8,69.0,64.75,65.15,65.65,66.95,85421,5696255.35,24-FEB-2012	
548842,GEOMETRIC,EQ,107.0,123.65,103.8,117.25,116.0,108.1,6425818,750359863.45,24-FEB-2014	
550747,GEOMETRIC,EQ,142.5,146.0,140.35,141.45,141.9,142.1,428003,61230441.75,24-FEB-2015	
552636,GEOMETRIC,EQ,84.25,84.4,78.65,80.0,79.35,81.5,402071,32995409.85,24-JAN-2011	
554460,GEOMETRIC,EQ,66.0,69.4,63.85,65.7,64.2,65.75,802371,53535031.35,24-JAN-2012	
556374,GEOMETRIC,EQ,102.7,104.4,99.7,101.4,101.45,102.7,272082,27800159.7,24-JAN-2013	
558273,GEOMETRIC,EQ,100.0,105.5,99.8,102.8,103.05,101.0,313867,32178704.55,24-JAN-2014	
560175,GEOMETRIC,EQ,79.1,88.8,79.1,86.45,88.4,79.25,4369873,366447033.05,24-JUL-2012	
561010,GEOMETRIC,EQ,116.0,117.5,113.4,113.9,113.8,115.75,248653,28736258.15,03-JUL-2015	
562016,GEOMETRIC,EQ,109.8,111.8,107.0,107.75,107.65,109.6,123155,13499983.5,24-JUL-2013	
563649,GEOMETRIC,EQ,100.1,102.1,95.55,96.85,97.4,98.65,138991,13892470.2,28-FEB-2013	
563791,GEOMETRIC,EQ,160.8,162.8,151.15,152.8,152.9,156.0,1598342,252386932.75,24-JUL-2014	
565742,GEOMETRIC,EQ,116.35,117.3,114.0,115.2,116.0,116.05,259620,30060377.85,24-JUL-2015	
567668,GEOMETRIC,EQ,50.5,52.0,49.45,51.75,51.6,49.4,43101,2213715.15,24-JUN-2011	
569480,GEOMETRIC,EQ,102.1,104.8,99.9,102.05,102.0,104.3,35795,3643586.75,24-JUN-2013	
571298,GEOMETRIC,EQ,132.6,137.0,132.6,135.6,136.3,133.3,81776,11094826.7,24-JUN-2014	
573246,GEOMETRIC,EQ,113.15,114.0,111.1,111.7,111.85,112.85,219633,24769789.95,24-JUN-2015	
575142,GEOMETRIC,EQ,59.7,61.8,59.4,60.55,60.6,59.3,54988,3338220.65,24-MAR-2011	
576956,GEOMETRIC,EQ,122.3,122.9,115.4,116.45,116.35,121.35,531074,63186162.05,24-MAR-2014	
578897,GEOMETRIC,EQ,204.0,206.7,176.7,178.85,178.2,191.7,5130160,972265125.8,24-MAR-2015	
580112,GEOMETRIC,EQ,58.2,59.8,58.1,59.1,59.0,59.1,30144,1786934.85,03-JUN-2011	
580778,GEOMETRIC,EQ,57.3,58.55,57.3,58.5,58.55,58.15,22004,1285303.0,24-MAY-2011	
582601,GEOMETRIC,EQ,69.0,69.9,68.5,69.15,69.05,68.45,72155,4988652.25,24-MAY-2012	
582737,GEOMETRIC,EQ,113.2,121.0,110.0,118.1,117.4,115.65,1705095,201828789.65,28-FEB-2014	
584423,GEOMETRIC,EQ,108.9,110.0,106.5,108.35,109.3,106.45,60356,6538661.0,24-MAY-2013	
586213,GEOMETRIC,EQ,72.4,74.5,70.0,71.3,70.55,69.95,261521,19017094.15,24-NOV-2010	
588025,GEOMETRIC,EQ,38.7,40.45,37.5,39.8,40.45,38.5,34055,1342781.7,24-NOV-2011	
589900,GEOMETRIC,EQ,136.6,138.9,134.15,135.45,135.7,135.55,515878,70441965.65,24-NOV-2014	
591884,GEOMETRIC,EQ,46.2,48.5,46.2,46.8,46.9,45.75,107540,5074649.35,24-OCT-2011	
593721,GEOMETRIC,EQ,80.05,82.5,80.05,81.35,81.25,81.1,215083,17566491.3,24-OCT-2013	
595515,GEOMETRIC,EQ,68.05,72.4,67.05,70.9,70.5,68.8,209227,14891711.25,24-SEP-2010	
597309,GEOMETRIC,EQ,114.0,116.95,110.5,113.9,113.95,113.5,882699,100807875.6,24-SEP-2012	
597882,GEOMETRIC,EQ,109.0,111.0,107.05,107.5,107.3,109.4,65636,7150233.55,03-JUN-2013	
599186,GEOMETRIC,EQ,73.3,78.0,73.3,75.7,76.05,74.45,46048,3493896.1,24-SEP-2013	
600957,GEOMETRIC,EQ,163.95,168.9,156.1,162.65,162.1,161.15,2211140,361980298.9,24-SEP-2014	
601709,GEOMETRIC,EQ,76.0,76.4,70.1,71.5,72.0,75.6,315943,22825244.55,28-JAN-2011	
602907,GEOMETRIC,EQ,66.6,66.95,65.1,65.4,65.6,66.65,98034,6480419.65,25-APR-2011	
604734,GEOMETRIC,EQ,73.0,73.55,69.05,69.55,69.65,72.4,162467,11542625.4,25-APR-2012	
606580,GEOMETRIC,EQ,98.0,100.85,98.0,99.55,99.4,100.0,68572,6828566.1,25-APR-2013	
608413,GEOMETRIC,EQ,113.5,115.2,110.6,111.0,111.0,113.4,307770,34525941.25,25-APR-2014	
610351,GEOMETRIC,EQ,71.6,73.0,70.35,70.5,70.4,72.55,80387,5722368.85,25-AUG-2010	
612131,GEOMETRIC,EQ,38.0,39.25,37.25,37.95,37.75,38.1,22867,872020.7,25-AUG-2011	
613983,GEOMETRIC,EQ,144.1,145.8,140.9,141.5,141.2,141.55,228670,32710914.4,25-AUG-2014	
615942,GEOMETRIC,EQ,66.9,66.9,65.15,65.7,66.25,65.7,42106,2779829.1,25-FEB-2011	
616060,GEOMETRIC,EQ,147.9,151.9,142.5,143.7,143.0,147.0,240758,35486962.45,03-JUN-2014	
617761,GEOMETRIC,EQ,104.4,105.8,100.05,100.65,100.25,103.5,134966,13810569.95,25-FEB-2013	
619644,GEOMETRIC,EQ,116.0,116.9,108.6,110.35,110.8,117.25,1738342,196584758.4,25-FEB-2014	
619945,GEOMETRIC,EQ,104.8,107.7,102.95,104.7,104.7,104.4,127708,13469918.25,28-JAN-2013	
621537,GEOMETRIC,EQ,142.25,146.5,137.75,142.05,141.7,141.45,612772,87160746.8,25-FEB-2015	
623444,GEOMETRIC,EQ,80.1,80.7,78.0,78.25,78.2,80.0,234152,18522787.55,25-JAN-2011	
625277,GEOMETRIC,EQ,65.9,66.8,64.1,64.55,64.8,65.7,205376,13402552.1,25-JAN-2012	
627185,GEOMETRIC,EQ,101.0,105.0,100.4,104.4,104.0,101.4,208229,21512566.6,25-JAN-2013	
629110,GEOMETRIC,EQ,51.8,55.4,51.3,52.0,51.7,51.8,804493,42872527.45,25-JUL-2011	
630965,GEOMETRIC,EQ,87.5,91.4,85.55,90.1,90.4,86.45,4002269,354051191.4,25-JUL-2012	
632804,GEOMETRIC,EQ,107.75,109.9,104.7,105.35,105.45,107.75,52553,5616562.8,25-JUL-2013	
634558,GEOMETRIC,EQ,153.5,157.3,142.2,145.65,145.3,152.8,720185,107239673.4,25-JUL-2014	
635750,GEOMETRIC,EQ,128.1,129.3,107.05,114.6,114.5,128.2,920266,107813709.6,03-JUN-2015	
636521,GEOMETRIC,EQ,73.15,73.75,72.0,72.25,72.2,72.75,77960,5671109.8,25-JUN-2012	
638366,GEOMETRIC,EQ,101.55,104.8,101.55,103.1,102.5,102.05,46073,4755468.55,25-JUN-2013	
638645,GEOMETRIC,EQ,100.4,101.7,98.5,99.3,99.1,100.4,67023,6702326.45,28-JAN-2014	
640164,GEOMETRIC,EQ,136.0,137.25,134.4,134.85,134.55,135.6,202606,27504762.05,25-JUN-2014	
642121,GEOMETRIC,EQ,111.4,111.75,107.9,109.55,109.75,111.7,184453,20254308.35,25-JUN-2015	
644037,GEOMETRIC,EQ,61.0,62.05,60.55,61.25,61.1,60.55,52686,3238092.4,25-MAR-2011	
645885,GEOMETRIC,EQ,98.0,99.15,95.0,97.55,97.15,96.4,143353,13911185.15,25-MAR-2013	
647821,GEOMETRIC,EQ,116.45,118.0,113.15,116.2,115.6,116.45,889343,102814986.7,25-MAR-2014	
649782,GEOMETRIC,EQ,180.75,183.2,171.45,173.85,173.6,178.85,1306755,232020391.55,25-MAR-2015	
651684,GEOMETRIC,EQ,58.45,59.0,57.95,58.6,58.6,58.5,27081,1584152.3,25-MAY-2011	
653509,GEOMETRIC,EQ,69.0,71.25,68.75,69.3,69.7,69.15,75340,5275353.15,25-MAY-2012	
654802,GEOMETRIC,EQ,68.0,68.45,66.15,67.0,67.45,68.35,39277,2636710.9,03-MAR-2011	
655383,GEOMETRIC,EQ,132.75,133.7,129.25,130.2,130.5,132.7,212281,27838351.55,25-MAY-2015	
657233,GEOMETRIC,EQ,137.0,140.2,125.4,126.3,126.5,135.8,1039009,135471461.85,28-JAN-2015	
657280,GEOMETRIC,EQ,71.5,72.8,68.2,68.7,69.0,71.3,103715,7270755.3,25-NOV-2010	
659087,GEOMETRIC,EQ,39.25,41.9,39.25,41.45,41.85,39.8,28992,1188298.35,25-NOV-2011	
660916,GEOMETRIC,EQ,83.55,90.45,83.55,85.2,85.5,83.1,323539,28055734.2,25-NOV-2013	
662741,GEOMETRIC,EQ,135.7,137.2,129.25,130.95,131.0,135.45,429036,56597031.7,25-NOV-2014	
664694,GEOMETRIC,EQ,70.6,71.0,67.75,68.05,68.25,69.75,179812,12509389.9,25-OCT-2010	
666497,GEOMETRIC,EQ,47.5,47.5,44.75,45.55,45.3,46.8,23717,1082041.95,25-OCT-2011	
668363,GEOMETRIC,EQ,120.0,121.7,115.55,116.2,116.0,117.3,768282,90812439.4,25-OCT-2012	
669735,GEOMETRIC,EQ,116.0,121.4,114.75,115.85,115.25,118.1,991066,117093886.2,03-MAR-2014	
670484,GEOMETRIC,EQ,49.95,50.2,48.8,49.35,49.15,50.05,40708,2005195.85,28-JUL-2011	
672523,GEOMETRIC,EQ,131.2,132.8,130.0,130.25,130.35,131.3,154470,20277130.95,01-DEC-2014	
673169,GEOMETRIC,EQ,159.0,177.8,154.1,167.8,167.6,162.35,3704830,622087306.55,03-MAR-2015	
673836,GEOMETRIC,EQ,146.5,148.5,143.35,144.25,144.65,145.65,229268,33345158.2,28-JUL-2014	
676619,GEOMETRIC,EQ,62.9,62.9,60.05,60.25,60.7,62.6,59390,3639974.8,03-MAY-2011	
677402,GEOMETRIC,EQ,131.9,133.95,126.3,127.1,126.9,129.4,1791871,233910154.75,28-JUL-2015	
678054,GEOMETRIC,EQ,140.8,144.5,138.7,141.1,141.25,141.5,202846,28756048.25,26-AUG-2014	
679955,GEOMETRIC,EQ,71.3,71.8,69.4,70.35,70.1,70.25,168089,11906546.4,03-MAY-2012	
680862,GEOMETRIC,EQ,52.35,52.35,50.4,50.55,50.5,51.3,30624,1569399.75,28-JUN-2011	
683317,GEOMETRIC,EQ,95.0,97.5,93.0,96.55,97.0,94.85,126775,12180594.65,03-MAY-2013	
684214,GEOMETRIC,EQ,74.5,75.7,73.6,74.2,74.0,73.9,259322,19332697.05,28-JUN-2012	
686564,GEOMETRIC,EQ,67.2,68.85,66.5,66.85,67.0,67.2,55721,3764371.6,03-NOV-2010	
687558,GEOMETRIC,EQ,104.05,106.75,101.95,102.3,102.15,103.15,101000,10474729.8,28-JUN-2013	
689824,GEOMETRIC,EQ,44.9,45.25,43.9,44.1,44.3,44.4,17081,755686.05,03-NOV-2011	
690830,GEOMETRIC,EQ,61.15,63.35,61.05,62.3,62.0,61.25,91767,5740619.6,28-MAR-2011	
693225,GEOMETRIC,EQ,131.6,135.5,130.2,133.0,132.9,130.75,446766,59289061.75,03-NOV-2014	
694186,GEOMETRIC,EQ,69.35,69.7,66.25,68.4,69.2,69.4,53657,3658878.55,28-MAR-2012	
696797,GEOMETRIC,EQ,43.55,44.45,42.15,42.45,42.75,43.55,7914,338491.45,03-OCT-2011	
697636,GEOMETRIC,EQ,95.55,101.0,95.55,100.2,100.35,97.45,124137,12301889.75,28-MAR-2013	
700183,GEOMETRIC,EQ,121.45,122.65,117.0,120.3,120.0,120.25,1424838,171883906.95,03-OCT-2012	
701120,GEOMETRIC,EQ,116.0,117.95,114.1,116.55,116.55,115.4,335173,39139581.9,28-MAR-2014	
703620,GEOMETRIC,EQ,76.85,77.6,75.1,76.1,76.0,74.75,197769,15108774.85,03-OCT-2013	
704652,GEOMETRIC,EQ,69.9,70.6,68.65,69.0,68.85,69.3,92189,6392814.85,28-MAY-2012	
706794,GEOMETRIC,EQ,65.6,67.5,65.6,66.95,67.0,65.3,55825,3715151.9,03-SEP-2010	
707991,GEOMETRIC,EQ,72.0,72.6,68.6,69.25,69.95,71.35,114887,8041134.25,01-FEB-2011	
708010,GEOMETRIC,EQ,108.05,111.55,108.05,109.25,110.0,109.5,155127,17013726.6,28-MAY-2013	
710044,GEOMETRIC,EQ,104.2,105.0,102.55,103.55,103.5,103.2,252110,26189617.25,03-SEP-2012	
