WIPRO	EQ	475.9	479.5	470.05	471.85	472.0	473.05	1160095	5.5008128E8	01-OCT-2013	40445	INE075A01022
HCLTECH	EQ	792.75	798.8	787.4	795.85	798.35	788.5	748194	5.9442579E8	02-APR-2013	31804	INE860A01027
INFY	EQ	2930.0	2989.7	2914.85	2969.05	2962.5	2944.2	1215111	3.59716787E9	02-APR-2013	123726	INE009A01021
TCS	EQ	1556.0	1571.2	1541.25	1567.35	1568.0	1556.85	565166	8.8020518E8	02-APR-2013	34426	INE467B01029
TECHM	EQ	1068.75	1068.75	1019.5	1026.2	1024.05	1061.15	505141	5.21364416E8	02-APR-2013	24895	INE669C01028
WIPRO	EQ	431.0	451.2	427.7	449.65	449.5	431.0	1903267	8.4354803E8	02-APR-2013	35258	INE075A01022
HCLTECH	EQ	933.0	949.45	926.4	935.95	935.0	930.7	1382180	1.30257766E9	02-AUG-2013	63070	INE860A01027
INFY	EQ	2985.0	3020.0	2981.1	3008.8	3006.0	2974.65	1495287	4.4965852E9	02-AUG-2013	131521	INE009A01021
TCS	EQ	1819.7	1849.9	1816.7	1845.85	1843.0	1815.4	923427	1.70166592E9	02-AUG-2013	48177	INE467B01029
TECHM	EQ	1256.5	1275.0	1200.5	1233.2	1229.5	1251.6	1106512	1.37995418E9	02-AUG-2013	44892	INE669C01028
WIPRO	EQ	436.25	451.7	434.4	438.7	439.45	436.4	2037304	9.0613229E8	02-AUG-2013	47097	INE075A01022
HCLTECH	EQ	1082.4	1140.0	1082.4	1132.75	1129.5	1086.0	1128892	1.26186509E9	02-DEC-2013	58839	INE860A01027
INFY	EQ	3352.0	3376.9	3325.1	3338.7	3340.0	3354.55	588922	1.97196582E9	02-DEC-2013	35206	INE009A01021
TATAELXSI	EQ	301.0	302.7	291.7	293.3	292.15	299.65	384739	1.13391176E8	02-DEC-2013	8818	INE670A01012
TCS	EQ	1995.0	2021.0	1995.0	2013.9	2020.0	2004.35	626630	1.25984589E9	02-DEC-2013	47674	INE467B01029
TECHM	EQ	1689.55	1709.0	1687.4	1689.85	1689.95	1697.55	473212	8.0152186E8	02-DEC-2013	18853	INE669C01028
WIPRO	EQ	474.0	484.0	466.65	481.25	483.55	470.8	2206937	1.04766048E9	02-DEC-2013	58223	INE075A01022
HCLTECH	EQ	626.0	626.85	620.85	625.25	626.0	622.15	580579	3.62296032E8	02-JAN-2013	16907	INE860A01027
INFY	EQ	2316.2	2328.0	2303.5	2309.2	2309.2	2308.85	543743	1.25895821E9	02-JAN-2013	45625	INE009A01021
TCS	EQ	1267.0	1272.4	1255.55	1263.3	1262.95	1264.15	940123	1.18853734E9	02-JAN-2013	48187	INE467B01029
WIPRO	EQ	398.3	399.25	391.7	393.75	395.0	396.9	856196	3.3778064E8	02-JAN-2013	19421	INE075A01022
HCLTECH	EQ	762.0	772.7	760.0	766.1	766.95	758.4	615974	4.72347968E8	02-JUL-2013	23878	INE860A01027
INFY	EQ	2448.1	2463.55	2400.0	2403.95	2408.2	2451.0	638854	1.54838106E9	02-JUL-2013	39128	INE009A01021
TCS	EQ	1493.1	1508.5	1486.65	1500.55	1500.0	1492.35	828621	1.24064486E9	02-JUL-2013	28099	INE467B01029
TECHM	EQ	1039.0	1042.25	976.3	1002.2	1007.1	1034.45	1510283	1.50659904E9	02-JUL-2013	58608	INE669C01028
WIPRO	EQ	352.0	354.7	349.15	352.95	352.7	351.25	1874655	6.6090157E8	02-JUL-2013	21558	INE075A01022
HCLTECH	EQ	721.45	751.2	721.4	735.75	746.1	721.4	3370906	2.46932019E9	02-MAY-2013	83100	INE860A01027
INFY	EQ	2236.0	2291.45	2236.0	2286.7	2288.0	2235.45	1172023	2.67021286E9	02-MAY-2013	82309	INE009A01021
TCS	EQ	1373.5	1438.8	1373.5	1433.9	1425.0	1378.4	2815163	3.98979558E9	02-MAY-2013	165856	INE467B01029
WIPRO	EQ	348.0	355.5	343.45	352.25	351.9	348.35	1547811	5.4469069E8	02-MAY-2013	37039	INE075A01022
HCLTECH	EQ	1030.0	1050.0	1030.0	1038.35	1039.0	1040.45	982840	1.02369946E9	02-SEP-2013	65172	INE860A01027
INFY	EQ	3077.1	3127.6	3064.6	3085.9	3085.0	3105.85	640630	1.9836713E9	02-SEP-2013	33933	INE009A01021
TCS	EQ	2020.0	2069.0	2017.5	2056.85	2057.0	2033.2	1077017	2.20462669E9	02-SEP-2013	54670	INE467B01029
TECHM	EQ	1380.0	1394.85	1353.85	1375.05	1375.4	1375.0	656478	9.0460755E8	02-SEP-2013	26263	INE669C01028
WIPRO	EQ	483.05	489.6	480.75	484.45	483.0	483.6	2277103	1.10375834E9	02-SEP-2013	20935	INE075A01022
HCLTECH	EQ	801.0	807.25	776.6	780.55	777.0	795.85	1045726	8.264384E8	03-APR-2013	33833	INE860A01027
INFY	EQ	2948.9	2999.55	2948.0	2968.45	2957.0	2969.05	1044434	3.10880819E9	03-APR-2013	47275	INE009A01021
TCS	EQ	1570.0	1575.0	1531.0	1543.4	1545.8	1567.35	479966	7.4654355E8	03-APR-2013	25227	INE467B01029
TECHM	EQ	1017.3	1035.0	972.5	977.05	981.0	1026.2	653099	6.5241907E8	03-APR-2013	33059	INE669C01028
WIPRO	EQ	447.1	454.7	446.0	448.6	448.0	449.65	1961744	8.8367712E8	03-APR-2013	37926	INE075A01022
HCLTECH	EQ	1130.0	1140.0	1111.1	1118.4	1117.8	1132.75	938495	1.05189056E9	03-DEC-2013	63425	INE860A01027
INFY	EQ	3320.0	3359.5	3320.0	3348.75	3348.2	3338.7	875155	2.93136461E9	03-DEC-2013	45932	INE009A01021
TCS	EQ	2016.05	2042.0	2015.05	2020.8	2018.85	2013.9	724592	1.46988787E9	03-DEC-2013	51921	INE467B01029
TECHM	EQ	1690.45	1704.65	1683.2	1690.9	1690.95	1689.85	416126	7.0546445E8	03-DEC-2013	21667	INE669C01028
WIPRO	EQ	484.0	486.3	480.8	482.45	484.05	481.25	1533118	7.4182394E8	03-DEC-2013	43409	INE075A01022
HCLTECH	EQ	630.0	632.0	624.05	625.95	625.8	625.25	1010271	6.332736E8	03-JAN-2013	20041	INE860A01027
INFY	EQ	2315.0	2348.85	2311.0	2337.9	2346.95	2309.2	1324911	3.08700493E9	03-JAN-2013	60958	INE009A01021
TCS	EQ	1265.0	1284.0	1259.95	1280.6	1282.9	1263.3	1317565	1.68210112E9	03-JAN-2013	42033	INE467B01029
WIPRO	EQ	395.5	399.0	393.85	397.8	397.55	393.75	1742438	6.9082694E8	03-JAN-2013	23528	INE075A01022
HCLTECH	EQ	762.05	776.0	756.65	767.7	770.0	766.1	816720	6.2813907E8	03-JUL-2013	34409	INE860A01027
INFY	EQ	2401.0	2451.9	2392.6	2404.5	2406.85	2403.95	668732	1.61414643E9	03-JUL-2013	43739	INE009A01021
TCS	EQ	1497.7	1519.0	1465.0	1489.8	1485.0	1500.55	765453	1.14170893E9	03-JUL-2013	48225	INE467B01029
TECHM	EQ	1008.55	1027.0	965.0	999.1	1006.3	1002.2	1865395	1.86790618E9	03-JUL-2013	58737	INE669C01028
WIPRO	EQ	352.0	353.9	341.5	343.35	344.1	352.95	972952	3.37414528E8	03-JUL-2013	30346	INE075A01022
HCLTECH	EQ	751.7	751.7	735.1	742.15	742.15	744.85	712247	5.28394016E8	03-JUN-2013	29515	INE860A01027
INFY	EQ	2525.0	2625.0	2475.15	2514.1	2508.1	2411.7	4151906	1.0568234E10	03-JUN-2013	198328	INE009A01021
TCS	EQ	1504.0	1507.0	1457.1	1469.4	1470.0	1498.45	1548806	2.28150042E9	03-JUN-2013	82050	INE467B01029
WIPRO	EQ	330.1	334.0	323.1	324.95	325.05	327.65	1473931	4.82880864E8	03-JUN-2013	35739	INE075A01022
HCLTECH	EQ	741.0	756.7	740.0	750.45	752.0	735.75	2395520	1.7959945E9	03-MAY-2013	94939	INE860A01027
INFY	EQ	2296.75	2324.0	2278.2	2307.95	2309.0	2286.7	1139649	2.63261235E9	03-MAY-2013	80773	INE009A01021
TCS	EQ	1426.0	1447.25	1407.9	1418.5	1420.0	1433.9	1820895	2.59866752E9	03-MAY-2013	80880	INE467B01029
TECHM	EQ	966.5	993.8	958.1	986.65	987.0	965.65	361962	3.54342816E8	03-MAY-2013	16659	INE669C01028
WIPRO	EQ	350.65	357.85	349.2	355.25	355.2	352.25	1272125	4.50154944E8	03-MAY-2013	27864	INE075A01022
HCLTECH	EQ	1080.0	1115.75	1075.0	1104.6	1106.0	1071.1	2071978	2.29140941E9	03-OCT-2013	95636	INE860A01027
INFY	EQ	3035.0	3047.0	3020.0	3037.15	3039.0	3015.0	1835839	5.5664579E9	03-OCT-2013	97949	INE009A01021
TCS	EQ	1971.8	2036.9	1960.4	2024.6	2024.0	1949.05	2336177	4.7186698E9	03-OCT-2013	122244	INE467B01029
TECHM	EQ	1340.0	1389.9	1335.35	1373.0	1375.0	1325.7	1850705	2.53685248E9	03-OCT-2013	74995	INE669C01028
WIPRO	EQ	474.0	489.0	473.9	485.1	483.0	471.85	3146947	1.52739456E9	03-OCT-2013	69283	INE075A01022
HCLTECH	EQ	1040.0	1046.8	1020.0	1023.85	1022.0	1038.35	1179563	1.21436659E9	03-SEP-2013	74281	INE860A01027
INFY	EQ	3072.0	3094.5	3016.8	3033.7	3036.0	3085.9	783414	2.3835945E9	03-SEP-2013	60950	INE009A01021
TCS	EQ	2050.1	2067.0	1986.15	2001.1	1989.45	2056.85	1177532	2.39577882E9	03-SEP-2013	78795	INE467B01029
TECHM	EQ	1393.2	1435.0	1386.05	1400.4	1398.9	1375.05	1564026	2.21066445E9	03-SEP-2013	84892	INE669C01028
WIPRO	EQ	485.25	500.6	473.5	479.35	476.25	484.45	2735720	1.32911859E9	03-SEP-2013	58251	INE075A01022
HCLTECH	EQ	774.9	776.6	739.3	743.25	745.5	780.55	1643886	1.23865408E9	04-APR-2013	45092	INE860A01027
INFY	EQ	2945.0	2949.15	2872.05	2880.05	2880.0	2968.45	937495	2.7149975E9	04-APR-2013	66788	INE009A01021
TCS	EQ	1540.1	1540.1	1501.0	1507.8	1508.95	1543.4	563169	8.5182483E8	04-APR-2013	27776	INE467B01029
TECHM	EQ	976.0	992.9	962.65	977.0	978.7	977.05	861696	8.4242835E8	04-APR-2013	46943	INE669C01028
WIPRO	EQ	447.0	451.75	441.5	445.1	444.0	448.6	1632050	7.2791091E8	04-APR-2013	37120	INE075A01022
HCLTECH	EQ	1120.2	1134.0	1111.3	1116.6	1116.5	1118.4	593913	6.6513645E8	04-DEC-2013	45205	INE860A01027
INFY	EQ	3350.0	3386.0	3336.8	3365.35	3365.0	3348.75	1055390	3.55762944E9	04-DEC-2013	47466	INE009A01021
TATAELXSI	EQ	293.0	344.95	292.95	329.05	329.0	292.35	5989613	1.97197926E9	04-DEC-2013	106264	INE670A01012
TCS	EQ	2019.9	2031.6	1993.65	2000.05	2003.5	2020.8	759518	1.52943667E9	04-DEC-2013	58626	INE467B01029
TECHM	EQ	1689.0	1709.95	1685.05	1696.25	1696.2	1690.9	745317	1.26585792E9	04-DEC-2013	47584	INE669C01028
WIPRO	EQ	480.65	494.8	479.1	491.35	490.55	482.45	2171558	1.06363462E9	04-DEC-2013	56028	INE075A01022
HCLTECH	EQ	687.95	692.5	680.0	682.2	681.0	687.95	627325	4.3066016E8	04-FEB-2013	23040	INE860A01027
INFY	EQ	2781.0	2790.0	2745.0	2767.6	2770.0	2770.95	937502	2.59197517E9	04-FEB-2013	45767	INE009A01021
TCS	EQ	1349.0	1367.8	1345.15	1356.35	1352.0	1348.1	1243652	1.6873015E9	04-FEB-2013	47857	INE467B01029
WIPRO	EQ	408.3	410.35	405.85	408.1	409.4	407.6	1020747	4.1696384E8	04-FEB-2013	21635	INE075A01022
HCLTECH	EQ	628.25	636.4	627.0	634.05	633.85	625.95	1101470	6.9801062E8	04-JAN-2013	31789	INE860A01027
INFY	EQ	2348.4	2354.95	2332.0	2349.55	2350.0	2337.9	1056751	2.47817574E9	04-JAN-2013	55290	INE009A01021
TCS	EQ	1285.0	1301.0	1280.9	1299.2	1299.0	1280.6	2614380	3.37941658E9	04-JAN-2013	69757	INE467B01029
WIPRO	EQ	398.9	404.9	397.65	403.65	403.95	397.8	1699278	6.8508602E8	04-JAN-2013	35786	INE075A01022
HCLTECH	EQ	766.05	802.0	766.05	799.75	798.0	767.7	1720930	1.36213376E9	04-JUL-2013	50473	INE860A01027
INFY	EQ	2433.0	2475.15	2420.0	2468.0	2469.0	2404.5	651348	1.59736883E9	04-JUL-2013	34857	INE009A01021
TCS	EQ	1490.85	1541.0	1490.0	1538.3	1540.0	1489.8	958530	1.45972582E9	04-JUL-2013	35318	INE467B01029
TECHM	EQ	1026.0	1037.0	1011.9	1031.45	1036.2	999.1	1023392	1.04988755E9	04-JUL-2013	34615	INE669C01028
WIPRO	EQ	346.0	350.9	345.0	349.65	350.0	343.35	1067417	3.72543936E8	04-JUL-2013	13992	INE075A01022
HCLTECH	EQ	746.0	746.0	731.5	735.6	734.1	742.15	487082	3.59076096E8	04-JUN-2013	27263	INE860A01027
INFY	EQ	2490.0	2519.45	2463.6	2495.9	2490.1	2514.1	1464320	3.65291213E9	04-JUN-2013	75949	INE009A01021
TCS	EQ	1460.0	1473.9	1450.15	1465.35	1464.0	1469.4	652660	9.5432826E8	04-JUN-2013	31601	INE467B01029
TECHM	EQ	941.0	950.0	940.0	942.5	943.1	940.25	519159	4.89664064E8	04-JUN-2013	45160	INE669C01028
WIPRO	EQ	326.35	333.85	326.35	330.9	329.9	324.95	959616	3.16525376E8	04-JUN-2013	24964	INE075A01022
HCLTECH	EQ	716.35	729.0	711.6	715.45	715.0	722.45	927564	6.6767424E8	04-MAR-2013	44700	INE860A01027
INFY	EQ	2926.0	2942.5	2872.15	2903.45	2905.0	2913.8	1263540	3.66904883E9	04-MAR-2013	78769	INE009A01021
TCS	EQ	1491.0	1519.9	1491.0	1513.2	1519.9	1501.85	1568038	2.36323379E9	04-MAR-2013	89306	INE467B01029
TECHM	EQ	1109.0	1119.0	1078.3	1085.8	1087.0	1103.0	552907	6.0720518E8	04-MAR-2013	33364	INE669C01028
WIPRO	EQ	420.05	424.8	418.15	419.5	419.05	421.7	1330580	5.600377E8	04-MAR-2013	31931	INE075A01022
HCLTECH	EQ	1101.25	1119.5	1092.4	1096.8	1096.25	1104.6	1349361	1.49153139E9	04-OCT-2013	59449	INE860A01027
INFY	EQ	3026.25	3039.0	3005.0	3016.4	3017.0	3037.15	919102	2.77662618E9	04-OCT-2013	59650	INE009A01021
TCS	EQ	2032.0	2069.0	2026.95	2033.6	2038.6	2024.6	967016	1.98377818E9	04-OCT-2013	59054	INE467B01029
TECHM	EQ	1373.0	1412.7	1370.0	1400.7	1400.0	1373.0	1317387	1.84677082E9	04-OCT-2013	40152	INE669C01028
WIPRO	EQ	484.05	491.0	479.35	482.95	483.0	485.1	1302326	6.321287E8	04-OCT-2013	28211	INE075A01022
HCLTECH	EQ	1024.8	1050.85	1015.0	1039.3	1043.0	1023.85	1747035	1.81350067E9	04-SEP-2013	70986	INE860A01027
INFY	EQ	3059.7	3139.9	3055.6	3112.7	3099.0	3033.7	1122425	3.48955648E9	04-SEP-2013	76316	INE009A01021
TCS	EQ	2000.0	2078.8	1993.95	2069.1	2075.0	2001.1	1313258	2.69845709E9	04-SEP-2013	65829	INE467B01029
TECHM	EQ	1410.0	1424.1	1390.65	1399.2	1400.0	1400.4	910640	1.27908723E9	04-SEP-2013	37883	INE669C01028
WIPRO	EQ	481.25	492.5	476.5	481.3	477.7	479.35	3487244	1.68955558E9	04-SEP-2013	58426	INE075A01022
HCLTECH	EQ	742.25	764.8	742.25	756.95	758.1	743.25	1335858	1.01011514E9	05-APR-2013	41886	INE860A01027
INFY	EQ	2879.0	2899.0	2850.0	2865.85	2853.0	2880.05	546620	1.57307174E9	05-APR-2013	39494	INE009A01021
TCS	EQ	1505.0	1509.35	1484.1	1498.35	1493.25	1507.8	932624	1.39592422E9	05-APR-2013	59990	INE467B01029
WIPRO	EQ	441.5	463.0	438.75	454.6	454.3	445.1	1807534	8.1466714E8	05-APR-2013	36121	INE075A01022
HCLTECH	EQ	936.25	961.0	936.25	949.65	948.5	935.95	1000994	9.5299827E8	05-AUG-2013	46344	INE860A01027
INFY	EQ	2998.8	3025.0	2996.5	3009.05	3008.75	3008.8	1062848	3.20192077E9	05-AUG-2013	97366	INE009A01021
TCS	EQ	1840.0	1877.4	1840.0	1867.2	1864.7	1845.85	1177592	2.20009139E9	05-AUG-2013	67216	INE467B01029
TECHM	EQ	1231.0	1277.0	1228.8	1263.8	1269.0	1233.2	792481	1.00060723E9	05-AUG-2013	42996	INE669C01028
WIPRO	EQ	438.0	451.0	434.55	449.25	450.65	438.7	2502575	1.11044813E9	05-AUG-2013	49180	INE075A01022
HCLTECH	EQ	1130.0	1132.0	1101.35	1108.7	1106.8	1116.6	793151	8.827623E8	05-DEC-2013	56455	INE860A01027
INFY	EQ	3380.0	3399.0	3342.0	3351.3	3352.0	3365.35	789634	2.65175398E9	05-DEC-2013	63034	INE009A01021
TATAELXSI	EQ	335.0	338.9	305.0	308.6	311.6	329.05	2106533	6.7258278E8	05-DEC-2013	41144	INE670A01012
TCS	EQ	2016.0	2033.55	1983.05	1987.15	1984.8	2000.05	698595	1.39557235E9	05-DEC-2013	44162	INE467B01029
TECHM	EQ	1705.0	1709.9	1672.25	1682.3	1677.95	1696.25	690747	1.16605069E9	05-DEC-2013	38097	INE669C01028
WIPRO	EQ	496.0	498.75	486.05	492.9	492.5	491.35	1986358	9.756416E8	05-DEC-2013	44183	INE075A01022
HCLTECH	EQ	676.25	681.5	668.5	671.1	670.7	682.2	983422	6.6171072E8	05-FEB-2013	45295	INE860A01027
INFY	EQ	2763.25	2782.35	2745.55	2755.9	2750.75	2767.6	770764	2.12877722E9	05-FEB-2013	38173	INE009A01021
TCS	EQ	1345.1	1365.0	1345.1	1360.05	1361.15	1356.35	1080997	1.47026432E9	05-FEB-2013	43720	INE467B01029
WIPRO	EQ	406.0	407.95	402.6	407.0	406.55	408.1	800826	3.25579872E8	05-FEB-2013	18809	INE075A01022
HCLTECH	EQ	801.1	807.0	792.2	795.65	792.6	799.75	722626	5.7804461E8	05-JUL-2013	24455	INE860A01027
INFY	EQ	2467.0	2483.55	2438.7	2456.2	2459.0	2468.0	542170	1.33648422E9	05-JUL-2013	26955	INE009A01021
TCS	EQ	1542.0	1558.0	1522.0	1530.2	1529.0	1538.3	646506	9.9625421E8	05-JUL-2013	33664	INE467B01029
TECHM	EQ	1057.5	1057.5	1031.8	1038.65	1035.55	1031.45	672025	6.9873568E8	05-JUL-2013	36093	INE669C01028
WIPRO	EQ	351.15	351.9	348.0	350.95	351.0	349.65	1608528	5.6435686E8	05-JUL-2013	13431	INE075A01022
HCLTECH	EQ	738.85	738.85	721.2	726.8	727.8	735.6	459801	3.34101376E8	05-JUN-2013	16993	INE860A01027
INFY	EQ	2480.0	2490.2	2455.0	2461.25	2463.0	2495.9	634848	1.56974106E9	05-JUN-2013	32566	INE009A01021
TCS	EQ	1461.1	1472.65	1452.7	1467.8	1472.4	1465.35	864338	1.26574707E9	05-JUN-2013	51676	INE467B01029
TECHM	EQ	938.5	949.5	912.1	917.6	918.0	942.5	580704	5.3907674E8	05-JUN-2013	24548	INE669C01028
WIPRO	EQ	332.0	332.7	324.05	325.0	325.0	330.9	1006670	3.28339808E8	05-JUN-2013	21916	INE075A01022
HCLTECH	EQ	715.05	748.8	715.05	745.65	746.1	715.45	1991012	1.47446477E9	05-MAR-2013	74970	INE860A01027
INFY	EQ	2924.55	2939.4	2913.25	2921.3	2920.0	2903.45	896493	2.62169702E9	05-MAR-2013	58382	INE009A01021
TCS	EQ	1517.0	1543.0	1508.6	1540.15	1539.85	1513.2	1720027	2.63846938E9	05-MAR-2013	61511	INE467B01029
TECHM	EQ	1105.0	1107.4	1065.05	1067.7	1068.5	1085.8	403784	4.35370048E8	05-MAR-2013	20531	INE669C01028
WIPRO	EQ	420.05	434.65	419.0	433.05	433.9	419.5	2553625	1.0963465E9	05-MAR-2013	45320	INE075A01022
HCLTECH	EQ	1092.1	1109.8	1082.05	1101.0	1101.0	1100.3	792787	8.6847149E8	05-NOV-2013	43224	INE860A01027
INFY	EQ	3252.0	3290.55	3233.0	3265.85	3255.05	3279.4	665029	2.17223117E9	05-NOV-2013	57858	INE009A01021
TATAELXSI	EQ	229.0	241.15	227.35	234.8	235.45	227.05	556497	1.31049088E8	05-NOV-2013	9533	INE670A01012
TCS	EQ	2100.0	2105.0	2031.7	2042.0	2043.85	2099.0	1130643	2.32471398E9	05-NOV-2013	96320	INE467B01029
TECHM	EQ	1550.0	1557.6	1516.1	1519.1	1519.25	1550.55	677332	1.03734752E9	05-NOV-2013	42646	INE669C01028
WIPRO	EQ	482.25	483.95	475.0	480.1	479.65	485.05	1361604	6.5218381E8	05-NOV-2013	36869	INE075A01022
HCLTECH	EQ	1042.2	1044.7	1011.1	1019.9	1018.95	1039.3	1442083	1.4743232E9	05-SEP-2013	68515	INE860A01027
INFY	EQ	3096.7	3096.7	2995.1	3004.8	3002.8	3112.7	1182134	3.56526848E9	05-SEP-2013	103039	INE009A01021
TCS	EQ	2069.0	2069.0	1981.05	1990.75	1994.0	2069.1	1963746	3.94146074E9	05-SEP-2013	88625	INE467B01029
TECHM	EQ	1401.55	1404.1	1375.4	1382.4	1377.0	1399.2	767992	1.06561984E9	05-SEP-2013	30547	INE669C01028
WIPRO	EQ	481.65	484.0	464.0	468.9	464.45	481.3	3066361	1.44400499E9	05-SEP-2013	43368	INE075A01022
HCLTECH	EQ	949.0	960.0	940.05	944.45	945.0	949.65	942372	8.9555469E8	06-AUG-2013	51860	INE860A01027
INFY	EQ	3008.0	3012.0	2951.05	2987.35	2987.0	3009.05	1253979	3.74288077E9	06-AUG-2013	54570	INE009A01021
TCS	EQ	1873.0	1881.95	1864.65	1870.1	1871.0	1867.2	1152645	2.15717274E9	06-AUG-2013	49199	INE467B01029
TECHM	EQ	1264.0	1265.2	1230.05	1233.4	1236.0	1263.8	927666	1.15166003E9	06-AUG-2013	34500	INE669C01028
WIPRO	EQ	447.25	463.7	447.2	451.3	452.2	449.25	3370405	1.53554573E9	06-AUG-2013	80426	INE075A01022
HCLTECH	EQ	1104.0	1133.0	1104.0	1126.6	1128.0	1108.7	508782	5.7065715E8	06-DEC-2013	27518	INE860A01027
INFY	EQ	3339.05	3349.0	3318.2	3325.8	3327.0	3351.3	818106	2.72378368E9	06-DEC-2013	56656	INE009A01021
TATAELXSI	EQ	312.0	326.9	310.0	313.25	314.9	308.6	1689019	5.3930534E8	06-DEC-2013	32226	INE670A01012
TCS	EQ	1991.0	2010.0	1991.0	2000.3	2001.0	1987.15	723481	1.44792218E9	06-DEC-2013	31552	INE467B01029
TECHM	EQ	1672.0	1696.05	1671.3	1674.75	1676.0	1682.3	475335	7.9810182E8	06-DEC-2013	37873	INE669C01028
